Word,Definition,Examples
小儿科,pediatrics/A term used to describe something trivial and insignificant or something that is neglected or looked down upon by others.,"[{""sentence"": ""['他干的那些事太小儿科了，不值得一题。']"", ""translation"": ""['His work is so trivial that it isn’t worth mentioning.']""}]"
笑星,comedy celebrity; comedy star/Usually refers to“cross talkers”(TV celebrities who perform short monologues) or comedians.,"[{""sentence"": ""['全国各地的笑星们纷纷云南集到北京，参加中央电视台1999年春节联欢晚会。']"", ""translation"": ""['Comedy stars from all over the country have gathered in Beijing to attend the CCTV1999Evening show held on the eve of the lunar new year.']""}]"
邪,not right; illegal; unconventional,"[{""sentence"": ""['我真担心他，他无论干什么总爱玩邪的。']"", ""translation"": ""['I’m worried about him. No matter what he does, he likes doing it in unconventional ways.']""}]"
邪乎,out of the ordinary; incredible,"[{""sentence"": ""['这个季节西瓜的价格高得都邪乎了。']"", ""translation"": ""['At this time of the year the price of watermelons is incredibly high.']""}]"
心里美,"turnip(which is light green on the outside and red on the inside)/Someone who has good heart, noble mind and solid virtues.","[{""sentence"": ""['她长得不漂亮，但却心里美。']"", ""translation"": ""['Though she’s not pretty, she’s got a good heart.']""}]"
星,star; celebrity,"[{""sentence"": ""['她梦想成为一个星，拥有一大批追随者。']"", ""translation"": ""['She dreams of becoming a star and having a lot of fans.']""}]"
星姐,intimate term for a female star,"[{""sentence"": ""['她女儿的房间里贴满了星姐星哥的照片。']"", ""translation"": ""['Her daughter’s room is full of pictures of male and female stars on the walls.']""}]"
醒,realize; understand; wake up to reality,"[{""sentence"": ""['我给他反复解释，但他还没有醒过来。', '她突然醒了，觉得这事不点儿不对头。']"", ""translation"": ""['I explained it to him again and again, but he still didn’t get it .', 'She suddenly realized that something was wrong .']""}]"
雄起,"Originally means“spring up; grow up ;”/A term often used in sport games, meaning “go!”,to cheer on .","[{""sentence"": ""['在足球比赛中，热心的球迷向他们喜欢的球队大喊：“雄起！”']"", ""translation"": ""['During a foot ball match the enthusiastic football fans shouted, “Go! Go! Go!”to their favorite teams .']""}]"
修长城,play mahjong,"[{""sentence"": ""['老年人靠修长城来消磨时间。']"", ""translation"": ""['The old people like to kill their time by playing mahjong.']""}]"
修理,teach someone a lesson ; make someone suffer,"[{""sentence"": ""['他们准备好好修理一下那个坏蛋。']"", ""translation"": ""['They decided to teach the scoundred a lesson .']""}]"
秀,show,"[{""sentence"": ""['如今各种秀特别多，有模仿秀、脱口秀、现场秀、电视秀、内衣秀等等，真是五花八门。']"", ""translation"": ""['Now there are so many kinds of shows including talk shows, 'live shows', 'and lingerie shows', etc .It is indeed a rich variety .']""}]"
嗅蜜,chase a woman; look for a girlfriend,"[{""sentence"": ""['他到这儿不是为锻炼身体，而是嗅蜜寻欢来了。']"", ""translation"": ""['He didn’t come here to exercise, but to chase women and have fun .']""}]"
悬的乎,dangerous,"[{""sentence"": ""['离电线远点儿，我觉得你站在那儿有些悬的乎。']"", ""translation"": ""['Keep away from the wire .I think it’s dangerous to stand there .']""}]"
寻开心,look for fun ;amuse ; make fun of,"[{""sentence"": ""['别跟人恶作剧寻开心。']"", ""translation"": ""['Don’t amuse yourselves by playing tricks on others .']""}]"
亚市民,second-class citizen/Refers to those who live in city suburbs with no urban residence card but lead a lifestyle like that of regular residents.,"[{""sentence"": ""['别小看人家亚市民，他们的生活比你的还强呢！']"", ""translation"": ""['Don’t look down upon second-class citizens. They lead a better life than you do.']""}]"
蔫蔫呼呼,"refers to one who is slow by nature, and doesn’t speak or act in a straightforward way","[{""sentence"": ""['你这人怎么这么蔫蔫呼呼的，有什么话就赶紧说。']"", ""translation"": ""['How come you’re so slow! Speak up if you have anything to say.']""}]"
洋插队,"study, work or live in a foreign country","[{""sentence"": ""['这几年在青年中流行一种洋插队热。']"", ""translation"": ""['In recent years it has been a growing trend for young people to study or work abroad.']""}]"
阳光,sunny; young and pretty/ handsome; full of youthful spirit,"[{""sentence"": ""['他给人一种非常阳光的感觉，不仅在电影中，而且在生活中也一样。']"", ""translation"": ""['He gives people a spirited, 'youthful feeling', 'not only in his movies', but also in real life.']""}]"
养小,have concubine,"[{""sentence"": ""['这么点儿钱怎么能养小呢？']"", ""translation"": ""['How can I afford a concubine with such little money?']""}]"
幺蛾子,a crafty plot; a wicked idea or thing; a trick,"[{""sentence"": ""['你怎么不说话，又想什么幺蛾子呢？']"", ""translation"": ""['Why don’t you speak? What wicked ideas are you thinking?']""}]"
野鸡,illegal trader or corporation without any business licenses or certificates,"[{""sentence"": ""['野鸡一旦被抓着是要受重罚的。']"", ""translation"": ""['Once an illegal trader is caught, he will be fined heavily.']""}]"
野模,amateur model/ someone hired to be a model with no previous experience.,"[{""sentence"": ""['商店雇了一些野模，向顾客展示店里所售的新服装。']"", ""translation"": ""['The shop hired some amateur models to present the shop’s new clothing to customers.']""}]"
夜陪,person who accompanies a taxi driver at night; taxi driver’s night assistant,"[{""sentence"": ""['如果我有他作夜客陪，她就可以放心了。']"", ""translation"": ""['If I had him as a night assistant she would be relieved.']""}]"
页子活,make big money; be rich,"[{""sentence"": ""['他想找个页子活的工作。']"", ""translation"": ""['He wants to find a job where he can make big money.']""}]"
一个数,one hundred yuan,"[{""sentence"": ""['她给了我一个数，便把那条裙子拿走了。']"", ""translation"": ""['She took the dress away and gave me a hundred yuan.']""}]"
一号,lavatory; toilet; bathroom; John,"[{""sentence"": ""['几分钟前他们去一号了。']"", ""translation"": ""['They went to the bathroom just a few minutes ago.']""}]"
一水儿,single color or sex only; completely; totally,"[{""sentence"": ""['他教的那个舞蹈班一水儿的女生，没有一个男生参加。']"", ""translation"": ""['The students of the dancing class he teaches are all girls, not one boy participated.']""}]"
一头雾水,to make one puzzled or confused; to cast a mist before someone’s eyes,"[{""sentence"": ""['这个案子对他简直就是一头雾水，根本不知人何入手。']"", ""translation"": ""['This case completely puzzled him. He had no idea how to handle it at all.']""}]"
意思,"presenting gifts as a token of affection, appreciation or gratitude","[{""sentence"": ""['请客人家帮忙总得意思意思。']"", ""translation"": ""['We have to send something to him as a token of appreciation for his help.']""}]"
瘾君子,drug addict,"[{""sentence"": ""['他给人的印象挺好的，谁也不知道他会是一个瘾君子。']"", ""translation"": ""['He gave good impression to people, so nobody knew that he could have been a drug addict.']""}]"
勇,brave; bold; daring,"[{""sentence"": ""['尽管你都四十七岁了，但还是像年轻人那样勇。']"", ""translation"": ""['Although you are 47, you’re still as bold as a young man.']""}]"
油,foxy; cunning; sly; crafty,"[{""sentence"": ""['他很油。他干一件事你很少能抓住他什么把柄。']"", ""translation"": ""['He is very crafty. He seldom lets you know what he’s doing.']""}]"
油葫芦,a kind of dark brown and shiny field cricket; a grungy person/A term to describe someone who is extremely dirty and hasn’t taken a shower in such a long time that his or her body and hair is oily.,"[{""sentence"": ""['我必须好好洗个澡。我觉得我活像个油葫芦。']"", ""translation"": ""['I must take a shower. I feel like a shiny field cricket.']""}]"
有把豆,"have skill, capability or ability","[{""sentence"": ""['你真有把豆，别人管不了的事，到你这儿一下子就解决了。']"", ""translation"": ""['You are really capable. You can solve problems which others can’t.']""}]"
有鼻子有眼,vivid description; description full of details,"[{""sentence"": ""['我想他不会骗我，因为他说得有鼻子有眼。']"", ""translation"": ""['I don’t think he lied to me because he described the whole thing in vivid detail.']""}]"
有根儿,have connections; have support,"[{""sentence"": ""['这事对他不难，这方面他有根儿。']"", ""translation"": ""['It’s not hard for him to do this because he’s got connections in this field.']""}]"
有头有脸,"have fame(social status, dignity); leader; head; famed person; VIP","[{""sentence"": ""['坐在主席台上的那些人都有是学校有头有脸的人物。']"", ""translation"": ""['Those who sit on the rostrum are some bodies of the school']""}]"
有一搭，无一搭,not take sth. seriously; pay little attention,"[{""sentence"": ""['他对别的忠告总是有一搭，无一搭的。']"", ""translation"": ""['He doesn’t take other’s suggestions seriously.']""}]"
有一号,have some fame; be considered one of the tops in one’s field,"[{""sentence"": ""['在这幢大楼里他算是有一号的象棋高手了。']"", ""translation"": ""['He enjoys the reputation of being the best chess player in this building.']""}]"
郁闷,bored; depressed/A phrase used by the young to express a fretful bad mood.,"[{""sentence"": ""['我朋友这次期中考试没考好，现在正郁闷着呢。']"", ""translation"": ""['My friend didn’t get good marks in the mid-term examination, so he is depressed now.']""}]"
越活越抽抽,shrink; become shorter,"[{""sentence"": ""['我记得我比你高，现在我们样一高。我怀疑越活越抽抽了。']"", ""translation"": ""['I remember I was taller than you, but now we’re the same height. I doubt I’ve shrunk.']""}]"
月嫂,a maid who cares for a woman in the month after she’s given birth to a child,"[{""sentence"": ""['我老婆很快就要生了，你能帮我找个月嫂吗？']"", ""translation"": ""['My wife is going to give birth. Would you help me find a maid to care for her?']""}]"
云山雾罩,covering the mountain with mist and clouds/An expression for something that is described or told in a vague and mysterious fashion.,"[{""sentence"": ""['他故意把事情说得云雾罩以吸引我们的注意力。']"", ""translation"": ""['He deliberately told us the story in a mysterious way in order to draw our attention.']""}]"
宰,overcharge; rip off,"[{""sentence"": ""['这么一个小玩意儿你宰我宰得也太多了。', '他知道今天被人宰了。']"", ""translation"": ""['You overcharged me for this small thing.', 'He knows he was ripped off today.']""}]"
糟践,harm; hurt; ruin; spoil,"[{""sentence"": ""['别抽那么多烟糟践自己的身体。']"", ""translation"": ""['Don’t harm your health by heavy smoking .']""}]"
造,run wild; mess things up,"[{""sentence"": ""['你可以带朋友到家来。但不能在家里造。']"", ""translation"": ""['You may bring your girl friends to our home, but don’t mess things up.']""}]"
造势,make a noise; promote,"[{""sentence"": ""['这部电影还未公演，各家媒体便开始造势。']"", ""translation"": ""['Before this movie was screened, all the media began to promote it.']""}]"
扎,draught beer,"[{""sentence"": ""['他喝扎喝上了瘾，顿顿饭都离不了扎。']"", ""translation"": ""['He’s got into the habit of drinking draught beer. He can’t have his meals without it.']""}]"
扎款,get money; make money,"[{""sentence"": ""['他想扎款买辆汽车。']"", ""translation"": ""['He wants to make money to buy a car first.']""}]"
扎啤,draught beer,"[{""sentence"": ""['他渴极了，一下喝了两杯扎啤。']"", ""translation"": ""['He was so thirsty that he drank two mugs of draught beer.']""}]"
扎账,owe a debt,"[{""sentence"": ""['现在的生意都有不好做，所以许多公司都扎账。']"", ""translation"": ""['Now it’s hard to do business, so many companies are in debt to other companies.']""}]"
渣儿,weakness; shortcoming; defect,"[{""sentence"": ""['这部电影描写的多是社会的渣儿，没有意思。']"", ""translation"": ""['This film is not interesting. All it describes are the problems of society.']""}]"
奓,(of clothes or hair)stand up on end; stick up; turn upwards; bristle,"[{""sentence"": ""['当猫受到惊吓时，它身上的毛会奓起来。', '瞧你的衣服都奓起来了。']"", ""translation"": ""['When a cat is frightened its fur bristles.', 'Look at your clothes. They are sticking up.']""}]"
炸篷,to raise the roof; raise a ruckus; raise hell/ A metaphor for a bad scene or unsuccessful performance which aroused anger and protest from people.,"[{""sentence"": ""['小贩的表演出了漏子，结果炸了篷不说，还让市容理人员给带走了。']"", ""translation"": ""['The vendor’s performance  went hardly. As a result it raised a ruckus, and the vendor himself was taken away by the market administration staff.']""}]"
择,select; choose; pick,"[{""sentence"": ""['这本书是他从书架上择出来的最好的一本。']"", ""translation"": ""['The book he selected is the best on the bookshelf.']""}]"
粘客,pirated software or CD-ROM seller,"[{""sentence"": ""['春节刚过，粘客们就又出现在街头巷尾或地铁站里，向路人兜售各种光盘。']"", ""translation"": ""['As soon as the Spring Festival was over, pirated software and CD_ROM sellers appeared again in streets and lanes or at the subway stations.']""}]"
长份儿,raise one’s social status and prestige,"[{""sentence"": ""['三年不见，她攻份儿了，也当上了车间主任。']"", ""translation"": ""['She has raised her social status and become the director of the workshop since I last saw her three years ago.']""}]"
招事（儿）,call down trouble; stir up trouble; bring trouble upon oneself,"[{""sentence"": ""['她儿子时常在学校招事。', '漂亮姑娘易招事。']"", ""translation"": ""['Her son often stirs up trouble in school.', 'It’s easy for a beautiful girl to bring trouble upon herself.']""}]"
着实,really; indeed,"[{""sentence"": ""['这景象着实壮丽。', '这着实是个好主意。']"", ""translation"": ""['The sight is really magnificent.', 'This is a good idea indeed.']""}]"
找辙,"think of a way(idea, solution); look for a way out; seek a way(solution)out","[{""sentence"": ""['我正找辙，怎么能尽快赶到那儿。']"", ""translation"": ""['I’m thinking of a way to get there as soon as possible.']""}]"
折进去,be involved in; get into trouble,"[{""sentence"": ""['我知他怎么把我也都折进去了，']"", ""translation"": ""['I don’t know how he got me into trouble.']""}]"
真格的,really; truly; seriously; real; true; serous,"[{""sentence"": ""['我骗他说我病了不能上班。他却动真格的来看我了。', '说真格的，你到底爱不爱他？', '这次他可是真格的，不是玩笑。']"", ""translation"": ""['I lied to him saying I was sick and could not go to work. He took me seriously and came to see me.', 'Tell me truthfully. Do you love him or not?', 'He is serious this time, not joking.']""}]"
震,cause a sensation; create a stir,"[{""sentence"": ""['她打破女子马拉松世界纪录的消息把整个世界给震了。']"", ""translation"": ""['The news that she broke the world record in woman’s marathon caused a sensation.']""}]"
蒸馏水衙门,distilled water unit/A term for government offices that give the lowest salaries and no bonuses.,"[{""sentence"": ""['现在没有人愿意在蒸馏水衙门做事。']"", ""translation"": ""['Now no one wants to work in a“distilled water unit” .']""}]"
正炒,flatter(lavish praise on)sb. Or sth. through the mass media,"[{""sentence"": ""['大多数流行歌手都是正炒出名的']"", ""translation"": ""['Most pop singers are made known to the public by over promotion through the mass media.']""}]"
支招,give counsel; think of a way,"[{""sentence"": ""['她输了这盘棋，因为她丈夫没给她支招。', '你们给我支个招，怎么才能让她不生气。']"", ""translation"": ""['She lost the game because her husband didn’t give her any advice.', 'Would you please help me think of a way to cheer her up?']""}]"
直来直去,(of speech or action) get to the point; do sth. straight out; be blunt,"[{""sentence"": ""['咱们直来去的谈这个问题。', '她喜欢说话办事直来直去。']"", ""translation"": ""['Let’s get to the point.', 'She likes to do and say things in a straightforward manner.']""}]"
中巴,"medium-sized bus/privately run buses in cities that run the same routes as public buses. They usually run more frequently and are more comfortable than public buses, but cost five times as much.","[{""sentence"": ""['中巴虽然比大巴贵，可比面的还是便宜了。']"", ""translation"": ""['Although the medium-sized buses are more expensive than public ones, they are much cheaper than taxis.']""}]"
轴,(of one’s action) inflexible; stiff; awkward,"[{""sentence"": ""['你的动作太轴，放松一些。']"", ""translation"": ""['Your movements are rather stiff. Relax a little.']""}]"
煮饺子,boil dumplings in a pot/A metaphor for a place that is full of people or overcrowded.,"[{""sentence"": ""['我不想这时去庙会，现在那儿正是煮饺子的时候。我想晚一点儿去。']"", ""translation"": ""['I don’t want to go to the fair at this time of the day. It is overcrowded now. I would rather go latter.']""}]"
抓瞎,find oneself at a loss; be in a rush and muddle,"[{""sentence"": ""['他对考试有充分的准备，所以不管考试多难从不抓瞎。']"", ""translation"": ""['He is well prepared for examinations, so he never finds himself at a loss no matter how hard a test is.']""}]"
转腰子,walk around; wander; take a long time to find a right way to solve sth.,"[{""sentence"": ""['你们家可真难找。我一直在这片儿转腰子，最后才找到。']"", ""translation"": ""['It’s so difficult for me to find your home. I kept walking around and around in this area for long time but found it at last.']""}]"
装洋蒜,pretend; fake; play dumb,"[{""sentence"": ""['别装洋蒜了，我知道你的腿根本没毛病，你只不过不想跟我们一起去罢了。']"", ""translation"": ""['Don’t pretend. I know there’s nothing wrong with your leg.\\\\nYou simply don’t want to go with us.']""}]"
追尾,tailgate,"[{""sentence"": ""['很多交通事故都是由汽车追尾造成的。']"", ""translation"": ""['A lot of traffic accidents are tailgating caused by people.']""}]"
滋,comfortable,"[{""sentence"": ""['这么大的办公室就你一个人用够滋的。']"", ""translation"": ""['It must be really comfortable working alone in such a big office.']""}]"
滋润,comfortable; at ease; free; in heaven,"[{""sentence"": ""['饭后一支烟，他感到十分滋润。']"", ""translation"": ""['He really feels in heaven having a smoke after a meal.']""}]"
子儿,money/Referred to copper coins in the old days,"[{""sentence"": ""['他挣的不多，每月下来没乘下几个儿子了。']"", ""translation"": ""['He doesn’t earn a lot. There is not much money left at the end of each month.']""}]"
自找,ask for it; suffer from one’s own actions,"[{""sentence"": ""['你不听我的忠告执意要那么做，这些后果都是你自找的。']"", ""translation"": ""['You didn’t listen to my suggestions and insisted on going ahead. Now you got what you deserve.']""}]"
走你,Here you are; here you go,"[{""sentence"": ""['A--书包好了吗？\\\\nB--马上就好，走你。']"", ""translation"": ""['A—Have you wrapped the book up?\\\\nB—Right away. Here you go.']""}]"
走背字,be unlucky; do sth. not well or unsuccessfully,"[{""sentence"": ""['他最近老走背字。上星期手机被人偷了，这星期又被撞了。']"", ""translation"": ""['He has been unlucky recently. Last week his cellular phone was stolen and this week his car was run into and damaged.']""}]"
走合,make a profit by buying and reselling goods; make money by working as a middleman,"[{""sentence"": ""['这两年他靠走合挣了不少钱。']"", ""translation"": ""['He has a lot of money by working as a middleman in the past two years.']""}]"
走火入魔,overdo; go too far; go to extremes,"[{""sentence"": ""['小男孩看功夫片走火入魔了。他也学着从树上往下跳， 结果摔断了双腿。']"", ""translation"": ""['The boy overdid it with kung-fu films. He thought he could jump from a tree and ending up breaking his legs.']""}]"
走人,go; leave,"[{""sentence"": ""['你再呆在这儿也没有什么用了，还不赶快走人。']"", ""translation"": ""['It’s no use for you to stay here any more. You’d better scram immediately.']""}]"
走眼,to see something mistakenly; to misjudge something; mistake sb. Or sth.,"[{""sentence"": ""['A--昨天在电影院我看见你和一个女孩子在一起。\\\\nB--你一定上看走眼了，我昨天哪儿也没去，一直待在家里。']"", ""translation"": ""['A--I saw you with a girl in a cinema yesterday.\\\\nB--You must have mistaken someone else for me. I didn’t go anywhere yesterday. I was at home all day.']""}]"
钻石王老五,a very wealthy bachelor,"[{""sentence"": ""['35岁的丹麦王储腓烈特是丹麦第一王位继承人，曾是欧洲最炙手可热的“钻石王老五”。']"", ""translation"": ""['Philiet, 'the thirty-five-year old crown prince of Denmark', is the first heir to the kingship of Denmark. He was once the most celebrated wealth bachelor in Europe.']""}]"
作,run wild; mess things up,"[{""sentence"": ""['在她外出时，她儿子常常一帮哥儿到家作。']"", ""translation"": ""['Her son often invites his friends over to run wild at her home when she goes on a trip.']""}]"
做瘪子,feel unhappy; worry; be in low spirits,"[{""sentence"": ""['这消息准会让他做瘪子。']"", ""translation"": ""['This news will surely make him unhappy.']""}]"
坐二等,perch on the back of a bicycle,"[{""sentence"": ""['他是坐二等来上班的。']"", ""translation"": ""['He came to the office perching on the back of a bicycle.']""}]"
做辣,put someone in a difficult situation; make someone feel embarrassed; put someone in a bind,"[{""sentence"": ""['你提出的要求真让我做辣。']"", ""translation"": ""['Your request put me in a very difficult situation.']""}]"
作脸,win the honor for; bring credit to,"[{""sentence"": ""['你作死呢？喝那么多酒。']"", ""translation"": ""['My daughter brought credit to me by entering a world-famous university.']""}]"
作死,look for trouble; court death,"[{""sentence"": ""['你作死呢？喝那么多酒。']"", ""translation"": ""['Are you looking for trouble by drinking too much wine?']""}]"
做秀,show,"[{""sentence"": ""['电视台邀请他去做秀，他婉言谢绝了，生怕在众人面前出丑，毁了自己的好名声。']"", ""translation"": ""['He was invited to give a show at the TV station, but he politely refused as he was afraid that he would make an exhibition of himself and ruin his good reputation.']""}]"
