term_lang,word,conv_def,slang_def
ZH,康师傅,Kang Shifu: a Chinese brand of instant noodles and other convenience foods.,Chef Kang-a brand of instant noodles
ZH,扛,"To endure or withstand (pain, hardship, or pressure).",stand;bear;tolerate;endure
ZH,ＣＡＬＬ机,"CALL机: a pager; a portable electronic device for receiving short messages, mainly used in the 1990s.",pager;beeper(used mostly in the 1990s of the 20th century)
ZH,棵,a one-hundred yuan banknote,a hundred-yuan bill
ZH,呵碜,Ugly; unattractive in appearance.,ugly
ZH,可圈可点,Worthy of attention or analysis; having both merits and flaws.,"Originally this referred to making circles or dots on a manuscript as notation, or to draw attention. Later it was used to mean that something has both good and bad points, or that something is worth noticing and making further study."
ZH,剋,To criticize or reprimand someone for improper behavior or making a mistake.,scold
ZH,肯节儿,at a critical moment; at a turning point,"at the critical moment, at a turning point"
ZH,空嫂,A married female flight attendant.,married stewardess
ZH,空手道,pickpocket; thief (originally a term from karate),petty thief; pilferer(a term originally used in karate)
ZH,空调,A person who makes empty promises or engages only in superficial actions without real results.,"air-conditioner/A term used to describe an empty talker or someone who simply pays lip service. The term, which also means“empty adjustment” emerged during the teacher salary reform. The department concerned announced the rise in teacher salaries but took a long time before actually implementing the change, hence the term."
ZH,控办,"Government restriction on purchasing household goods for office use (especially expensive items, 1980s China).","commodities purchased for office use are controlled/The government controls the purchase of many expensive household commodities (furniture, television, tape recorders, etc. in the 1980s of the 20th century)for office use."
ZH,口碑,Reputation; the public opinion or esteem in which someone or something is held.,reputation; fame
ZH,口头禅,A frequently repeated phrase or expression characteristic of a particular person.,pet expression
ZH,块儿,"A piece, lump, slice, or cube of a substance.",lump; chunk; piece; cube
ZH,款,A wealthy person; a rich individual.,rich person; money bags
ZH,款姐,A term of endearment for a wealthy woman.,rich sister/An intimate term for a rich woman.
ZH,狂,Arrogant; excessively self-confident or conceited.,arrogant; over bearing
ZH,拉钩,To link little fingers as a gesture of making a promise or vow.,pull each others’ little fingers/A term which refers to making a promise or swearing to do sth.
ZH,辣妹子,"A bold, outspoken, and energetic young woman with a fiery temperament.","hot girl/A girl who is bold, hot-and quick-tempered with a sharp tongue."
ZH,来菜,To have business opportunities or prospects; to have work or something to do.,do business; have a chance; have sth. to do
ZH,来劲,"To become excited, energized, or enthusiastic; to be filled with vigor or motivation.",get excited; become alive; get pumped up; become full of energy; inspire
ZH,来三,Clever and capable; intelligent and competent in handling tasks.,smart and capable
ZH,赖,Bad; inferior in quality; undesirable.,bad; no good; poor
ZH,懒汉鞋,A slip-on canvas shoe without laces.,“lazy man’s shoe”/A shoe that has a cloth cover and no shoestrings.
ZH,捞,To obtain or take something easily.,to easily bring or take something
ZH,劳模,Model worker; an exemplary employee recognized for outstanding diligence and performance.,model worker
ZH,老帮子,An impolite term for an old person; used to refer to elderly individuals in a disrespectful manner.,old person; old fogy; old fart/An impolite term for the elderly.
ZH,老不死的,An insulting or disrespectful term for an old person.,(swearword or intimate term) old fellow; old folk; old fogy; old fart/An impolite term for the elderly.
ZH,老大,"The eldest sibling; by extension, the leader of a group or gang.",Literally it means the eldest of sisters and brothers./ A metaphor for a head of a gang or a bandit chieftain.
ZH,老到,"Experienced, skilled, considerate, and attentive.",experienced; sophisticated; considerate; careful
ZH,老赶,An amateur; a non-professional; a layperson.,amateur;nonprofessional person; layman
ZH,老公,husband; a man’s spouse in a marital relationship,husband; old man; hubby.
ZH,老家儿,parents; one’s father and mother,parents
ZH,老冒儿,"A person who is unsophisticated, inexperienced, and lacking knowledge or awareness of current affairs.",country person; layman; hick; ignorant and ill-informed person.
ZH,老模砢碜眼,An offensive term for an elderly person considered unattractive or having unappealing facial features.,ugly;unsightly; bad looking/ A derogatory term that describes those who are old and not good looking any more.
ZH,老蔫（儿）,"A person who is slow-moving, sluggish, lazy, or uncommunicative.","slowpoke; slow, sluggish, slothful person; taciturn person"
ZH,老鼠会,A pyramid scheme; an illegal business model where returns are paid from new recruits' investments.,a mouse meeting (association)/A metaphor for a pyramid sale.
ZH,老外,a foreigner; a person from a country other than China,foreigner
ZH,老爷子,father; one’s male parent,father; dad
ZH,老子,father; one’s male parent,father
ZH,唠,To chat; to engage in conversation.,chat; talk
ZH,落忍,To feel at ease; to experience inner peace or a sense of reassurance.,feel all right(comfortable or natural); have peace of mind; feel at ease
ZH,雷子,police officer; member of the police force,cop; policeman; public security man
ZH,愣,Dazed; in a state of bewilderment or absent-mindedness.,distracted; stupefied; blank
ZH,礼拜,week; a period of seven consecutive days,week
ZH,立马儿,Immediately; at once; without delay.,immediately; at once; right away
ZH,晾,To deliberately ignore or intentionally avoid someone.,purposely ignore; intentionally brush aside
ZH,亮点,A particularly attractive or noteworthy feature of a person or thing; a highlight.,(lit.) a bright spot/A metaphor for (sb. or sth) to be attractive; eye-catching; attract attention.
ZH,靓仔,An attractive or handsome young man.,good looking man; handsome young man
ZH,了了,to end; to terminate; to complete; to resolve,be over ; end ; finish ; settle
ZH,猎头,A professional who recruits highly qualified candidates for senior or specialized positions.,head hunting ; look for senior talented people in all kinds of fields
ZH,零碎儿,Small miscellaneous items; odds and ends.,odds and ends ; bits and pieces
ZH,另类,"A style, trend, or approach that is different, distinctive, or unconventional.","a different ,special ,completely new way or fashionable type or trend"
ZH,溜,Skilled; fluent.,skilled ; fluent
ZH,撸,To rub or stroke (an object) along its surface with the palm of the hand.,rub one’s palm along (sth.)
ZH,抡,"To strike, hit, or swing (something) forcefully.",slap one’s face ; hit ; beat ; swing
ZH,抡圆了,To swing one’s arm with full force; to exert all one’s strength.,swing one’s arms with all one’s might ; exert all one’s strength
ZH,落单,A person whose spouse has died; a widow or widower.,widow / widower
ZH,码,"to arrange, pile up, or stack (objects) in an orderly manner",put in order; pile up; stack
ZH,马大嫂,"A person, typically a woman, who performs household chores such as shopping, laundry, and cooking.","“Madam Ma”/In Shanghai dialect the three words sound the same as the words for shopping, washing and cooking. It refers to a woman or man who does housework."
ZH,马爷,A police officer; a member of the police force.,cop; policeman
ZH,马子,girlfriend; female romantic partner,girlfriend ; lover
ZH,脉门,The crucial point; the core; the most important part of something.,key; heart; the most important part
ZH,卖相,appearance; outward look; external presentation,exterior; outward appearance; packaging
ZH,蛮,quite; very; rather,pretty; quite
ZH,满地找牙,To be severely beaten or physically assaulted.,"be badly beaten; be seriously battered(lit., pick one’s teeth up from the ground)"
ZH,满脸旧社会,"A person whose face is deeply lined, appearing to have endured great hardship in life.","It refers to someone with a weather-worn face, filled with wrinkles, as if he or she had gone through a very hard life."
ZH,满脸双眼皮,A face characterized by prominent wrinkles.,have a wrinkly face
ZH,忙活,To be busy with work or activity; to engage in bustling tasks.,be busy; bustle with
ZH,猫,to hide; to conceal oneself; to remain out of sight,hide
