lang,slang,conv_def_en,conv_def,slang_definition,slang_definition_en,vanilla_cos_sim,vanilla_cos_dist,vanilla_euclidean,vanilla_manhattan,trained_cos_sim,trained_cos_dist,trained_euclidean,trained_manhattan
en,bologna,"A large smoked sausage made of bacon , veal , pork suet , and other meats","A large smoked sausage made of bacon , veal , pork suet , and other meats",nonsense,nonsense,0.063470215,0.93652976,1.3685977,28.951687,0.1083266,0.8916734,1.33542,29.514744
en,bomb,"A container filled with explosive or incendiary material , designed to explode on impact or when detonated by a timing , proximity , or remote - control device","A container filled with explosive or incendiary material , designed to explode on impact or when detonated by a timing , proximity , or remote - control device",good; excellent; cool,good; excellent; cool,0.11364751,0.8863525,1.3314297,27.74079,0.3248799,0.6751201,1.1619984,26.046017
en,bombed,( of an area or building ) subjected to bombing,( of an area or building ) subjected to bombing,extremely drunk,extremely drunk,0.110535026,0.889465,1.3337653,28.560215,0.2074908,0.7925092,1.2589751,28.453358
en,bone,Any of the pieces of hard whitish tissue making up the skeleton in humans and other vertebrates,Any of the pieces of hard whitish tissue making up the skeleton in humans and other vertebrates,"the penis, especially when erect","the penis, especially when erect",0.3166504,0.6833496,1.169059,24.912182,0.41400427,0.58599573,1.0825855,24.178228
en,boo,Said suddenly to surprise someone who is unaware of one's presence,Said suddenly to surprise someone who is unaware of one's presence,"interjection used to express disappointment or outrage, usually in public gatherings such as sporting events, speeches, and musical performances","interjection used to express disappointment or outrage, usually in public gatherings such as sporting events, speeches, and musical performances",0.43431333,0.5656867,1.0636603,22.152903,0.3686224,0.6313776,1.1237237,25.119972
en,booby,A stupid person,A stupid person,promiscuous,promiscuous,0.3872096,0.6127904,1.1070595,23.61122,0.4403884,0.55961156,1.0579336,23.586994
en,boogie,"A style of blues played on the piano with a strong , fast beat","A style of blues played on the piano with a strong , fast beat",to leave,to leave,0.059788514,0.9402115,1.3712852,29.716467,0.18305969,0.8169403,1.2782334,28.036583
en,boojum,An imaginary dangerous animal,An imaginary dangerous animal,girlfriend or boyfriend,girlfriend or boyfriend,0.10350109,0.8964989,1.3390287,29.106667,0.21069825,0.78930175,1.2564249,28.12239
en,book,A written or printed work consisting of pages glued or sewn together along one side and bound in covers,A written or printed work consisting of pages glued or sewn together along one side and bound in covers,cool.  From predictive software used in cell phone text messaging.  Book and cool share the same key sequence,cool.  From predictive software used in cell phone text messaging.  Book and cool share the same key sequence,0.20557432,0.79442567,1.2604965,26.964952,0.37571812,0.6242819,1.1173915,24.64174
en,bookish,( of a person or way of life ) devoted to reading and studying,( of a person or way of life ) devoted to reading and studying,studious,studious,0.27763593,0.72236407,1.2019684,25.297182,0.43401825,0.56598175,1.0639378,23.70831
en,boom,"A loud , deep , resonant sound","A loud , deep , resonant sound","of a business, to be performing well.  Of a product, to be selling well","of a business, to be performing well.  Of a product, to be selling well",0.1449422,0.85505784,1.3077139,27.667114,0.3520592,0.6479408,1.138368,25.30389
en,boomerang,"A curved flat piece of wood that can be thrown so that it will return to the thrower , traditionally used by Australian Aborigines as a hunting weapon","A curved flat piece of wood that can be thrown so that it will return to the thrower , traditionally used by Australian Aborigines as a hunting weapon",to keep breaking up and getting back together with someone quickly,to keep breaking up and getting back together with someone quickly,0.12702818,0.87297183,1.3213415,28.865044,0.41920477,0.5807952,1.077771,23.701918
en,booster,A device for increasing electrical voltage or signal strength,A device for increasing electrical voltage or signal strength,"Used to indicate that something has to be done fast, immediately.","Used to indicate that something has to be done fast, immediately.",0.1636588,0.8363412,1.2933222,28.418182,0.23582533,0.7641747,1.2362643,27.496777
en,boot,"A sturdy item of footwear covering the foot and ankle , and sometimes also the lower leg","A sturdy item of footwear covering the foot and ankle , and sometimes also the lower leg",A person from Louisiana,A person from Louisiana,0.24187163,0.7581284,1.2313638,26.543987,0.3029202,0.6970798,1.1807452,26.161238
en,boots,"A person employed in a hotel to clean boots and shoes , carry luggage , and perform other menial tasks","A person employed in a hotel to clean boots and shoes , carry luggage , and perform other menial tasks",ugly,ugly,0.03340501,0.966595,1.3903921,29.659351,-0.020028627,1.0200286,1.4283057,31.830418
en,booty,"Valuable stolen goods , especially those seized in war","Valuable stolen goods , especially those seized in war","bad, displeasing.  As if from one's buttocks","bad, displeasing.  As if from one's buttocks",0.12768605,0.872314,1.3208437,28.36081,0.27847943,0.72152054,1.2012664,26.140173
en,boss,A stud on the centre of a shield,A stud on the centre of a shield,"very good, excellent; cool; awesome.  Antiquated term","very good, excellent; cool; awesome.  Antiquated term",0.14036217,0.85963786,1.3112115,27.710882,0.26638114,0.73361886,1.2112958,26.663618
en,bottle,"A glass or plastic container with a narrow neck , used for storing drinks or other liquids","A glass or plastic container with a narrow neck , used for storing drinks or other liquids",nitrous oxide for automotive racing purposes.  Known in the import and/or street racing crowds as nos or nahs,nitrous oxide for automotive racing purposes.  Known in the import and/or street racing crowds as nos or nahs,0.19469543,0.8053046,1.2690978,27.501095,0.30281118,0.69718885,1.1808378,26.351631
en,bottom,The lowest point or part of something,The lowest point or part of something,homosexual male who prefers being sodomized rather than sodomizing during sex,homosexual male who prefers being sodomized rather than sodomizing during sex,0.037847746,0.96215224,1.387193,29.639639,0.5947595,0.40524048,0.9002672,20.108223
en,bounce,"( with reference to an object , especially a ball ) move quickly up , back , or away from a surface after hitting it","( with reference to an object , especially a ball ) move quickly up , back , or away from a surface after hitting it",to leave,to leave,0.15709274,0.84290725,1.2983892,27.744444,0.59994876,0.40005124,0.8944845,19.65303
en,bowl,"A round , deep dish or basin used for food or liquid","A round , deep dish or basin used for food or liquid","a marijuana smoking pipe.  Most frequently bowls are made out of blown glass, but can be made of metal, wood, etc","a marijuana smoking pipe.  Most frequently bowls are made out of blown glass, but can be made of metal, wood, etc",0.49441704,0.5055829,1.0055674,21.312872,0.39097214,0.60902786,1.1036557,24.83788
en,box,"A container with a flat base and sides , typically square or rectangular and having a lid","A container with a flat base and sides , typically square or rectangular and having a lid",a vagina,a vagina,0.29338133,0.70661867,1.1887965,25.818396,0.43432385,0.56567615,1.0636505,23.467411
en,boy,A male child or youth,A male child or youth,general exclamation,general exclamation,0.16084644,0.8391535,1.2954949,27.7814,0.3728019,0.6271981,1.1199985,24.587603
en,brain,"An organ of soft nervous tissue contained in the skull of vertebrates , functioning as the coordinating centre of sensation and intellectual and nervous activity","An organ of soft nervous tissue contained in the skull of vertebrates , functioning as the coordinating centre of sensation and intellectual and nervous activity",fellatio,fellatio,0.11742003,0.88258,1.3285933,28.582108,0.30356902,0.696431,1.1801957,26.388071
en,brand,A type of product manufactured by a particular company under a particular name,A type of product manufactured by a particular company under a particular name,tattoo,tattoo,0.116066165,0.88393384,1.3296119,28.127277,0.34838864,0.6516113,1.1415877,25.079765
en,brat,"A child , typically one that is badly behaved","A child , typically one that is badly behaved",bratwurst,bratwurst,0.056794107,0.9432059,1.3734671,29.73366,0.3419851,0.6580149,1.1471834,25.366898
en,bratwurst,A type of fine German pork sausage that is generally fried or grilled,A type of fine German pork sausage that is generally fried or grilled,an extremely large penis,an extremely large penis,0.23732263,0.7626774,1.2350526,26.269743,0.30892837,0.6910716,1.1756458,25.77502
en,bread,"Food made of flour , water , and yeast mixed together and baked","Food made of flour , water , and yeast mixed together and baked",under the influence of marijuana; stoned.  Perhaps derived from baked,under the influence of marijuana; stoned.  Perhaps derived from baked,0.51207495,0.48792505,0.9878512,21.284756,0.5907984,0.40920162,0.9046565,20.163889
en,break camp,Take down a tent or the tents of an encampment ready to leave,Take down a tent or the tents of an encampment ready to leave,to hurry,to hurry,0.23096482,0.76903516,1.2401898,26.591347,0.40929282,0.5907072,1.0869288,24.32402
en,break off,Become severed,Become severed,to share with someone,to share with someone,0.16468623,0.8353138,1.2925276,27.190144,0.44462574,0.55537426,1.0539205,23.543056
en,break out,"( of war , fighting , or similarly undesirable things ) start suddenly","( of war , fighting , or similarly undesirable things ) start suddenly",To leave or escape,To leave or escape,0.34240055,0.65759945,1.1468213,24.715195,0.4174671,0.5825329,1.0793822,24.22607
en,break up,Disintegrate or disperse,Disintegrate or disperse,"to be really troubled with something, to the point of crying","to be really troubled with something, to the point of crying",0.24419852,0.7558015,1.2294728,26.204845,0.27985168,0.7201483,1.2001235,26.619503
